M|J20-23|SBD|Wraps|110|SBD,770,Teemu Haverinen,3.5.2014,Mäntyharju,
F|J20-23|SBD|Wraps|60|S,122.5,Neea Räisänen,3.5.2014,Mäntyharju,
F|M45-49|SBD|Wraps|82.5|S,140,Sari Anttila,5.4.2014,Oulu,
M|Open|SBD|Raw|52|B,77.5,Niko Sillanpää,26.7.2014,Turku,
M|Open|SBD|Raw|82.5|D,300,Jan Lindqvist,3.5.2014,Mäntyharju,
F|J20-23|SBD|Raw|67.5|D,152.5,Jonna Haapala,6.9.2014,Oulu,
M|J20-23|SBD|Multi-ply|90|S,413,Kalle Räsänen,16.8.2014,"York, USA",
M|J20-23|SBD|Multi-ply|90|B,303,Kalle Räsänen,16.8.2014,"York, USA",
M|J20-23|SBD|Multi-ply|90|D,324,Kalle Räsänen,16.8.2014,"York, USA",
M|J20-23|SBD|Multi-ply|90|SBD,1041,Kalle Räsänen,16.8.2014,"York, USA",
M|J20-23|SBD|Multi-ply|110|B,290,Samuli Ketola,6.9.2014,Oulu,
M|M40-44|SBD|Multi-ply|82.5|D,285,Pasi Koukkula,3.5.2014,Mäntyharju,
M|J20-23|B|Raw|82.5|B,170,Jani Loippo,8.3.2014,Jyväskylä,
F|J20-23|B|Raw|56|B,77.5,Marianne Kosonen,11.10.2014,Lahti,
F|M40-44|B|Raw|60|B,55,Mia Kukkonen,19.4.2014,Kauhajoki,
M|M60-64|B|Raw|100|B,162.5,Jorma Lempinen,27.7.2014,Turku,
M|M65-69|B|Raw|75|B,80,Ek Voitto,30.8.2014,Turku,
M|M75-79|B|Raw|82.5|B,60,Kauko Viitala,15.6.2014,Forssa,
M|M40-44|D|Raw|82.5|D,295,Jan Lindqvist,5.4.2014,Oulu,
F|M40-44|D|Raw|60|D,132.5,Mia Kukkonen,19.4.2014,Kauhajoki,
F|M45-49|D|Raw|82.5|D,152.5,Sari Anttila,26.7.2014,Turku,
F|M55-59|D|Raw|67.5|D,133,Maiju Hilander,26.7.2014,Turku,
M|M65-69|D|Raw|75|D,130,Voitto Ek,30.8.2014,Turku,
M|Open|D|Multi-ply|140|D,380,Jarno Kirselä,9.8.2014,Turku,
M|Open|D|Multi-ply|SHW|D,370,Arto Niemi-Nikkola,12.10.2014,Lahti,
M|J20-23|D|Multi-ply|82.5|D,315,Kalle Räsänen,12.10.2014,Lahti,
M|J20-23|D|Multi-ply|90|D,332.5,Kalle Räsänen,22.3.2014,Rovaniemi,
M|J20-23|D|Multi-ply|100|D,300,Miikka Joensuu,22.3.2014,Rovaniemi,
M|J20-23|D|Multi-ply|110|D,362.5,Teemu Haverinen,22.3.2014,Rovaniemi,
M|J20-23|D|Multi-ply|SHW|D,375,Arto Niemi-Nikkola,19.4.2014,Kauhajoki,
M|M40-44|D|Multi-ply|82.5|D,285,Pasi Koukkula,3.5.2014,Mämtyharju,
M|M40-44|D|Multi-ply|90|D,300,Pasi Koukkula,22.3.2014,Rovaniemi,
