M|J20-23-D|SBD|Raw|100|D,270,Alex Gyursanszky,1.12.2024,Tampere,
M|J20-23-D|SBD|Sleeves|100|SBD,645,Alex Gyursanszky,1.12.2024,Tampere,
M|Open-D|SBD|Raw|100|D,270,Alex Gyursanszky,1.12.2024,Tampere,
M|Open-D|SBD|Sleeves|100|SBD,645,Alex Gyursanszky,1.12.2024,Tampere,
M|T16-17|SBD|Sleeves|90|S,140,Axel Annunen,1.12.2024,Tampere,
M|T16-17|SBD|Sleeves|90|SBD,425,Axel Annunen,1.12.2024,Tampere,
M|Open-D|SBD|Raw|67.5|D,246,Elmeri Töyry,1.12.2024,Tampere,
M|Open-D|SBD|Wraps|67.5|S,240,Elmeri Töyry,1.12.2024,Tampere,
M|Open-D|SBD|Wraps|67.5|SBD,607.5,Elmeri Töyry,1.12.2024,Tampere,
M|T18-19|SBD|Raw|82.5|D,202.5,Emil Hakala,1.12.2024,Tampere,
M|T18-19|SBD|Sleeves|82.5|S,170,Emil Hakala,1.12.2024,Tampere,
M|T18-19|SBD|Sleeves|82.5|SBD,480,Emil Hakala,1.12.2024,Tampere,
M|Open|SBD|Wraps|82.5|S,307.5,Emil Karjalainen,1.12.2024,Tampere,
M|Open|SBD|Wraps|82.5|SBD,772.5,Emil Karjalainen,1.12.2024,Tampere,
M|M40-44|SBD|Wraps|90|S,335,Harri Vakkinen-Huhta,1.12.2024,Tampere,
M|M40-44|SBD|Wraps|90|SBD,775,Harri Vakkinen-Huhta,1.12.2024,Tampere,
M|M50-54|SBD|Bare|90|S,190,Jukka Aho,1.12.2024,Tampere,
M|M50-54|SBD|Bare|90|SBD,580,Jukka Aho,1.12.2024,Tampere,
M|Open|SBD|Bare|90|S,190,Jukka Aho,1.12.2024,Tampere,
M|Open|SBD|Bare|90|SBD,580,Jukka Aho,1.12.2024,Tampere,
M|J20-23-D|SBD|Raw|140|B,175.5,Julius Korpela,1.12.2024,Tampere,
M|J20-23-D|SBD|Raw|140|D,290.5,Julius Korpela,1.12.2024,Tampere,
M|J20-23-D|SBD|Wraps|140|S,305,Julius Korpela,1.12.2024,Tampere,
M|J20-23-D|SBD|Wraps|140|SBD,770,Julius Korpela,1.12.2024,Tampere,
M|Open-D|SBD|Raw|140|B,175.5,Julius Korpela,1.12.2024,Tampere,
M|Open-D|SBD|Wraps|140|S,305,Julius Korpela,1.12.2024,Tampere,
M|Open-D|SBD|Wraps|140|SBD,770,Julius Korpela,1.12.2024,Tampere,
M|M40-44|SBD|Raw|125|D,336,Jussi Valkama,1.12.2024,Tampere,
M|M40-44|SBD|Wraps|125|S,360,Jussi Valkama,1.12.2024,Tampere,
M|M40-44|SBD|Wraps|125|SBD,900,Jussi Valkama,1.12.2024,Tampere,
M|Open|SBD|Bare|75|S,200,Manu Lehtiniemi,1.12.2024,Tampere,
M|Open|SBD|Bare|75|SBD,600,Manu Lehtiniemi,1.12.2024,Tampere,
M|Open|SBD|Sleeves|90|SBD,680,Mikael Kumlander,1.12.2024,Tampere,
M|M40-44|SBD|Raw|90|D,285,Mikael Kumlander,1.12.2024,Tampere,
M|M40-44|SBD|Sleeves|90|SBD,680,Mikael Kumlander,1.12.2024,Tampere,
F|T18-19-D|SBD|Raw|82.5|D,150,Milla Kumpula,1.12.2024,Tampere,
F|Open|SBD|Bare|67.5|S,137.5,Riina Mikkonen,1.12.2024,Tampere,
F|Open|SBD|Bare|67.5|SBD,395,Riina Mikkonen,1.12.2024,Tampere,
F|Open-D|SBD|Raw|56|D,125,Sara Maria Riento,1.12.2024,Tampere,
M|J20-23|SBD|Raw|125|D,370,Sherif Ahmed,1.12.2024,Tampere,
M|J20-23|SBD|Wraps|125|SBD,915,Sherif Ahmed,1.12.2024,Tampere,
M|Open|SBD|Raw|125|D,370,Sherif Ahmed,1.12.2024,Tampere,
M|Open|SBD|Wraps|140|S,415,Topias Cunningham,1.12.2024,Tampere,
M|Open|SBD|Wraps|140|SBD,1000,Topias Cunningham,1.12.2024,Tampere,
