M|Open-D|B|Raw|110|B,160,Juuso Knuutila,29.6.2025,Uusikaupunki,
M|Open-D|B|Raw|100|B,195,Samuli Salo,29.6.2025,Uusikaupunki,
M|J20-23-D|D|Raw|90|D,260.5,Lasse Ala-Krekola,29.6.2025,Uusikaupunki,
F|Open-D|D|Raw|56|D,122.5,Katja Jäppinen,29.6.2025,Uusikaupunki,
F|M50-54-D|D|Raw|82.5|D,135,Sari Makkonen,29.6.2025,Uusikaupunki,
M|M75-79-D|D|Raw|100|D,210,Raimo Lehtimäki,29.6.2025,Uusikaupunki,
M|M60-64-D|D|Raw|67.5|D,167.5,Arto Selkee,29.6.2025,Uusikaupunki,
M|M65-69-D|D|Raw|75|D,182.5,Raine Mäkinen,29.6.2025,Uusikaupunki,
M|M60-64-D|D|Raw|125|D,225,Pertti Rautiainen,29.6.2025,Uusikaupunki,
M|M75-79|D|Raw|100|D,210,Raimo Lehtimäki,29.6.2025,Uusikaupunki,
M|M60-64|D|Raw|67.5|D,167.5,Arto Selkee,29.6.2025,Uusikaupunki,
M|M60-64|D|Raw|125|D,225,Pertti Rautiainen,29.6.2025,Uusikaupunki,
