M|Open|SBD|Multi-ply|60|D,240,Heikki Hagner,22.10.2002,Helsinki,
M|Open|SBD|Multi-ply|67.5|D,265,Sakari Selkäinaho,8.6.2002,Vaasa,
M|Open|SBD|Multi-ply|75|S,350,Jarmo Laine,24.4.2002,Columbus,
M|Open|SBD|Multi-ply|75|D,297.5,Jarmo Laine,12.8.2001,Orlando,
M|Open|SBD|Multi-ply|75|SBD,837.5,Jarmo Laine,24.2.2002,Columbus,
M|Open|SBD|Multi-ply|125|D,405.5,Ano Turtiainen,24.2.2002,"Columbus, USA",
M|Open|SBD|Multi-ply|140|D,390,Ano Turtiainen,1.3.2003,"Columbus, USA",
F|Open|SBD|Multi-ply|82.5|B,160,Tarja Rantanen,22.10.2002,Helsinki,
F|Open|SBD|Multi-ply|82.5|D,200,Tarja Rantanen,22.10.2002,Helsinki,
F|Open|SBD|Multi-ply|90|S,200,Tarja Rantanen,13.3.1999,Tampere,
F|Open|SBD|Multi-ply|90|D,212.5,Tarja Rantanen,22.10.2002,Helsinki,
F|Open|SBD|Multi-ply|90|SBD,550,Tarja Rantanen,22.10.2002,Helsinki,
M|J20-23|SBD|Multi-ply|75|B,175,Juha Jaakkola,24.10.2002,Helsinki,
M|J20-23|SBD|Multi-ply|100|S,370,Samuli Perälä,5.4.2003,Tampere,
M|J20-23|SBD|Multi-ply|100|B,275,Samuli Perälä,5.4.2003,Tampere,
M|J20-23|SBD|Multi-ply|100|D,320,Ossi hautamäki,29.11.2003,Calgary,
M|J20-23|SBD|Multi-ply|100|SBD,885,Samuli Perälä,8.6.2002,Vaasa,
M|J20-23|SBD|Multi-ply|110|S,400,Ilkka Haukjärvi,3.5.2003,Ranska,
M|J20-23|SBD|Multi-ply|140|D,340,Jari Ramsted,9.11.1997,Blackpool,
M|J20-23|SBD|Multi-ply|SHW|B,255,Timo Lehtonen,7.12.2003,Wien,
M|M40-44|SBD|Multi-ply|60|S,170,Heikki Hagner,8.6.2002,Vaasa,
M|M40-44|SBD|Multi-ply|60|B,90,Heikki Hagner,MM-2002,Helsinki,
M|M40-44|SBD|Multi-ply|60|D,240,Heikki Hagner,MM-2002,Helsinki,
M|M40-44|SBD|Multi-ply|60|SBD,485,Heikki Hagner,MM-2002,Helsinki,
M|M40-44|SBD|Multi-ply|67.5|B,177.5,Sakari Selkäinaho,8.11.2002,New Orleans,
M|M40-44|SBD|Multi-ply|67.5|D,265,Sakari Selkäinaho,8.6.2002,Vaasa,
M|M40-44|SBD|Multi-ply|67.5|SBD,722.5,Sakari Selkäinaho,8.11.2002,New Orleans,
M|M40-44|SBD|Multi-ply|125|D,355,Olavi Rintanen,6.4.2003,Tampere,
F|M40-44|SBD|Multi-ply|82.5|S,170,Tarja Rantanen,22.10.2002,Helsinki,
F|M40-44|SBD|Multi-ply|82.5|B,160,Tarja Rantanen,22.10.2002,Helsinki,
F|M40-44|SBD|Multi-ply|82.5|D,200,Tarja Rantanen,22.10.2002,Helsinki,
F|M40-44|SBD|Multi-ply|82.5|SBD,530,Tarja Rantanen,22.10.2002,Helsinki,
F|M40-44|SBD|Multi-ply|90|S,200,Tarja Rantanen,13.3.1999,Tampere,
F|M40-44|SBD|Multi-ply|90|D,212.5,Tarja Rantanen,11.6.2000,Helsinki,
F|M40-44|SBD|Multi-ply|90|SBD,550,Tarja Rantanen,20.6.1999,Helsinki,
M|J20-23|B|Raw|52|B,70,FPO Standard,,,
M|J20-23|B|Raw|56|B,80,FPO Standard,,,
M|J20-23|B|Raw|60|B,90,FPO Standard,,,
M|J20-23|B|Raw|SHW|B,170,FPO Standard,,,
F|Open|B|Multi-ply|82.5|B,140,Tarja Rantanen,8.12.2001,Helsinki,
F|M40-44|B|Multi-ply|82.5|B,140,Tarja Rantanen,8.12.2001,Helsinki,
M|J20-23|D|Raw|52|D,140,FPO Standard,,,
M|J20-23|D|Raw|56|D,150,FPO Standard,,,
M|J20-23|D|Raw|60|D,160,FPO Standard,,,
M|Open|D|Multi-ply|60|D,200,FPO Standard,,,
F|Open|D|Multi-ply|82.5|D,150,FPO Standard,,,
M|J20-23|D|Multi-ply|60|D,120,FPO Standard,,,
M|J20-23|D|Multi-ply|67.5|D,135,FPO Standard,,,
M|J20-23|D|Multi-ply|140|D,240,FPO Standard,,,
