F|Open|SBD|Wraps|82.5|S,250.5,Anna Khudayarov,8.10.2015,"Georgia, USA",
F|Open|SBD|Wraps|82.5|SBD,615,Anna Khudayarov,8.10.2015,"Georgia, USA",
M|J20-23|SBD|Wraps|SHW|S,275,Rami Anttila,12.09.2015,Pori,
M|J20-23|SBD|Wraps|SHW|SBD,700,Rami Anttila,12.09.2015,Pori,
F|M55-59|SBD|Wraps|75|S,100,Maiju Hilander,16.5.2015,Turku,
M|Open|SBD|Raw|60|B,105,Totte Salmi,17.5.2015,Turku,
M|Open|SBD|Raw|75|B,155,Otto Salminen,17.5.2015,Turku,
M|Open|SBD|Raw|110|D,365,Jani-Pekka Eirala,17.5.2015,Turku,
M|Open|SBD|Raw|SHW|D,350,Petri Pääkkönen,17.5.2015,Turku,
F|Open|SBD|Raw|82.5|B,135,Anna Khudayarov,8.10.2015,"Georgia, USA",
F|Open|SBD|Raw|90|D,237.5,Anna Khudayarov,16.7.2015,Turku,
M|T16-17|SBD|Raw|75|B,120,Väinö Kivistö,16.5.2015,Turku,
M|J20-23|SBD|Raw|75|B,145,Jaani Kuutti,12.09.2015,Pori,
M|J20-23|SBD|Raw|110|B,190,Esa Pellikka,12.09.2015,Pori,
M|J20-23|SBD|Raw|SHW|B,150,Rami Anttila,12.09.2015,Pori,
M|J20-23|SBD|Raw|SHW|D,275,Rami Anttila,12.09.2015,Pori,
F|Open|SBD|Multi-ply|60|S,200,Nea Räisänen,23.11.2015,Irlanti,
F|Open|SBD|Multi-ply|60|B,100,Nea Räisänen,23.11.2015,Irlanti,
F|Open|SBD|Multi-ply|60|SBD,460,Nea Räisänen,23.11.2015,Irlanti,
M|T18-19|SBD|Multi-ply|82.5|S,285,Jarkko Forss,2.5.2015,Savonlinna,
M|T18-19|SBD|Multi-ply|82.5|B,205,Jarkko Forss,2.5.2015,Savonlinna,
M|T18-19|SBD|Multi-ply|82.5|D,215,Jarkko Forss,2.5.2015,Savonlinna,
M|T18-19|SBD|Multi-ply|82.5|SBD,705,Jarkko Forss,2.5.2015,Savonlinna,
F|J20-23|SBD|Multi-ply|56|S,200.5,Marianne Kosonen,2.5.2015,Savonlinna,
F|J20-23|SBD|Multi-ply|56|B,110.5,Marianne Kosonen,7.6.2015,"Eastbourne, UK",
F|J20-23|SBD|Multi-ply|56|D,150,Marianne Kosonen,2.5.2015,Savonlinna,
F|J20-23|SBD|Multi-ply|56|SBD,455.5,Marianne Kosonen,2.5.2015,Savonlinna,
F|J20-23|SBD|Multi-ply|60|S,200,Nea Räisänen,23.11.2015,Irlanti,
F|J20-23|SBD|Multi-ply|60|B,100,Nea Räisänen,23.11.2015,Irlanti,
F|J20-23|SBD|Multi-ply|60|D,160,Nea Räisänen,23.11.2015,Irlanti,
F|J20-23|SBD|Multi-ply|60|SBD,460,Nea Räisänen,23.11.2015,Irlanti,
M|M40-44|SBD|Multi-ply|125|S,400,Antti Kousa,2.5.2015,Savonlinna,
F|M55-59|SBD|Multi-ply|75|S,110,Maiju Hilander,2.5.2015,Savonlinna,
F|M55-59|SBD|Multi-ply|75|B,55,Maiju Hilander,2.5.2015,Savonlinna,
F|M55-59|SBD|Multi-ply|75|D,150,Maiju Hilander,2.5.2015,Savonlinna,
F|M55-59|SBD|Multi-ply|75|SBD,315,Maiju Hilander,2.5.2015,Savonlinna,
M|T16-17|B|Raw|67.5|B,130,Sami Kostet,8-9.8.2015,Rovaniemi,
M|J20-23|B|Raw|67.5|B,130,Sami Kostet,8-9.8.2015,Rovaniemi,
M|J20-23|B|Raw|90|B,190,Tommi Rannila,13.12.2015,Tampere,
M|J20-23|B|Raw|110|B,205,Joni Impola,21.3.2015,Turku,
F|J20-23|B|Raw|60|B,80,Nea Räisänen,4.4.2015,Kauhajoki,
F|M40-44|B|Raw|56|B,60,Jaana Kivelä,8-9.8.2015,Rovaniemi,
M|Open|B|Multi-ply|100|B,332.5,Rami Haaparanta,18.10.2015,Lahti,
M|J20-23|B|Multi-ply|125|B,350,Samuli Ketola,13.12.2015,Tampere,
F|J20-23|B|Multi-ply|60|B,110.5,Marianne Kosonen,7.6.2015,"Eastbourne, UK",
M|M45-49|B|Multi-ply|140|B,270,Juha Kokkonen,31.1.2015,Savonlinna,
M|Open|D|Raw|140|D,385,Jonne Illikainen,8-9.8.2015,Rovaniemi,
M|T16-17|D|Raw|75|D,170,Jimi Viitasaari,13.12.2015,Tampere,
M|J20-23|D|Raw|SHW|D,270,Rami Anttila,8-9.8.2015,Rovaniemi,
F|J20-23|D|Raw|67.5|D,160,Jonna Haapala,8-9.8.2015,Rovaniemi,
M|M40-44|D|Raw|100|D,300,Markus Koivuniemi,5.5.2015,Kauhajoki,
F|M40-44|D|Raw|75|D,170,Anne Leinonen,13.12.2015,Tampere,
M|J20-23|D|Multi-ply|125|D,290,Aki Tuulaniemi,8-9.8.2015,Rovaniemi,
M|M40-44|D|Multi-ply|75|D,260,Toni Haaparanta,9.8.2015,Rovaniemi,
F|M40-44|D|Multi-ply|75|D,190,Anne Leinonen,13.12.2015,Tampere,
