M|Open|B|Raw|67.5|B,145,Petri Mäkelä,27.4.2024,Ylöjärvi,
M|Open|D|Raw|75|D,292.5,Ville Lintunen,27.4.2024,Ylöjärvi,
M|T16-17|B|Raw|75|B,115,Vihtori Tuomainen,27.4.2024,Ylöjärvi,
M|T16-17|B|Multi-ply|125|B,150,Ville Rajala,28.4.2024,Ylöjärvi,
M|M40-44|B|Raw|67.5|B,145,Petri Mäkelä,27.4.2024,Ylöjärvi,
M|M40-44|B|Raw|125|B,230,Hannu Koskinen,28.4.2024,Ylöjärvi,
M|M45-49|B|Raw|60|B,85,Marko Kuussaari,27.4.2024,Ylöjärvi,
M|M45-49|B|Raw|75|B,140,Jari Airio,27.4.2024,Ylöjärvi,
M|M45-49|B|Multi-ply|125|B,190,Jouni Paija,28.4.2024,Ylöjärvi,
M|M45-49|D|Raw|82.5|D,242.5,Timo Saarela,27.4.2024,Ylöjärvi,
M|M50-54|B|Raw|SHW|B,165,Raimo Mannelin,28.4.2024,Ylöjärvi,
M|M50-54|B|Multi-ply|110|B,195,Juha Suomalainen,28.4.2024,Ylöjärvi,
M|M50-54|D|Raw|100|D,285,Marko Kokkinen,28.4.2024,Ylöjärvi,
M|M50-54|D|Multi-ply|75|D,212.5,Toni Haaparanta,27.4.2024,Ylöjärvi,
M|M50-54|B|Multi-ply|75|B,130,Toni Haaparanta,27.4.2024,Ylöjärvi,
M|M55-59|B|Multi-ply|100|B,186,Marcus Young,28.4.2024,Ylöjärvi,
M|M65-69|D|Raw|75|D,190,Raine Mäkinen,27.4.2024,Ylöjärvi,
M|M70-74|B|Multi-ply|125|B,200,Tapio Laine,28.4.2024,Ylöjärvi,
M|M80+|D|Raw|56|D,100,Matti Oksanen,27.4.2024,Ylöjärvi,
M|M80+|D|Raw|67.5|D,90,Taisto Inervo,27.4.2024,Ylöjärvi,
F|Open|B|Raw|48|B,55,Nerina Olander,27.4.2024,Ylöjärvi,
F|Open|B|Raw|56|B,117.5,Johanna Bies,27.4.2024,Ylöjärvi,
F|T13-15|B|Raw|90|B,62.5,Inka Arhenius,27.4.2024,Ylöjärvi,
F|T13-15|D|Raw|90|D,140,Inka Arhenius,27.4.2024,Ylöjärvi,
F|T16-17|B|Raw|52|B,45,Vivian Ihanmäki,27.4.2024,Ylöjärvi,
F|T16-17|D|Raw|52|D,95.5,Kiia Ihanmäki,27.4.2024,Ylöjärvi,
F|J20-23|B|Raw|48|B,55,Nerina Olander,27.4.2024,Ylöjärvi,
F|J20-23|B|Raw|SHW|B,82.5,Erika Niemi,27.4.2024,Ylöjärvi,
F|J20-23|B|Multi-ply|67.5|B,60,Pinja Rajala,27.4.2024,Ylöjärvi,
F|J20-23|D|Raw|48|D,115,Nerina Olander,27.4.2024,Ylöjärvi,
F|M45-49|B|Raw|SHW|B,110,Elisabeth Katja Erholtz,27.4.2024,Ylöjärvi,
F|M45-49|D|Raw|SHW|D,192.5,Sanna Halenius,27.4.2024,Ylöjärvi,
F|M50-54|B|Raw|56|B,117.5,Johanna Bies,27.4.2024,Ylöjärvi,
F|M55-59|D|Raw|60|D,75,Pauliina Inervo,27.4.2024,Ylöjärvi,
