F|M65-69|D|Raw|67.5|D,150,Maiju Hilander,12.-13.10.2024,Paimio,
F|M65-69|B|Raw|67.5|B,52.5,Maiju Hilander,12.-13.10.2024,Paimio,
M|M40-44|B|Raw|75|B,155,Petri Mäkelä,12.-13.10.2024,Paimio,
M|M50-54|B|Raw|SHW|B,167.5,Raimo Mannelin,12.-13.10.2024,Paimio,
M|M60-64|D|Raw|100|D,260,Asko Kajanoja,12.-13.10.2024,Paimio,
M|M70-74|D|Raw|125|D,180,Asko Bergström,12.-13.10.2024,Paimio,
M|M70-74|D|Raw|100|D,215,Jukka Luoma,12.-13.10.2024,Paimio,
M|M60-64|D|Raw|125|D,223,Pertti Rautiainen,12.-13.10.2024,Paimio,
M|T16-17-D|D|Raw|125|D,260,Noel Henriksson,12.-13.10.2024,Paimio,
M|M45-49|D|Raw|140|D,300,Pedro Karlsson,12.-13.10.2024,Paimio,
M|M55-59|D|Raw|140|D,285.5,Raimo Hiisiö,12.-13.10.2024,Paimio,
M|M60-64-D|D|Raw|75|D,180,Jarmo Tuomiranta,12.-13.10.2024,Paimio,
M|M45-49|B|Raw|110|B,205,Timo Hakko,12.-13.10.2024,Paimio,
M|M60-64|B|Raw|125|B,150,Pertti Rautiainen,12.-13.10.2024,Paimio,
M|T16-17|B|Raw|82.5|B,115,Axel Annunen,12.-13.10.2024,Paimio,
M|M60-64|B|Raw|82.5|B,142.5,Ari-Pekka Airaksinen,12.-13.10.2024,Paimio,
M|M55-59|B|Raw|67.5|B,130,Leif Ojala,12.-13.10.2024,Paimio,
F|Open|D|Single-ply|100|D,205,Elisabeth Erholtz,12.-13.10.2024,Paimio,
F|M45-49|D|Single-ply|100|D,205,Elisabeth Erholtz,12.-13.10.2024,Paimio,
M|M55-59|D|Single-ply|100|D,275,Ismo Koivisto,12.-13.10.2024,Paimio,
M|M50-54|D|Single-ply|90|D,270,Jukka Aho,12.-13.10.2024,Paimio,
M|M50-54|D|Multi-ply|90|D,270,Jukka Aho,12.-13.10.2024,Paimio,
M|Open|D|Single-ply|90|D,320,Mikael Kumlander,12.-13.10.2024,Paimio,
M|M40-44|D|Single-ply|90|D,320,Mikael Kumlander,12.-13.10.2024,Paimio,
